,app_temp,clouds,clouds_hi,clouds_low,clouds_mid,datetime,dewpt,dhi,dni,ghi,ozone,pod,pop,precip,pres,rh,slp,snow,snow_depth,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_cdir,wind_cdir_full,wind_dir,wind_gust_spd,wind_spd
135,81.5,56,36,0,6,2026-06-28:01,73.2,0,0,0,297,n,20,0.01,1007,80,1014,0,0,0.0,80.1,2026-06-27T21:00:00,2026-06-28T01:00:00,1782608400,0,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03n'}",SSW,south-southwest,200,5.6,2.7
136,79.9,66,100,28,100,2026-06-28:02,73.0,0,0,0,298,n,45,0.03,1007,84,1014,0,0,0.0,78.3,2026-06-27T22:00:00,2026-06-28T02:00:00,1782612000,0,14.9,"{'code': 201, 'description': 'Thunderstorm with rain', 'icon': 't02n'}",W,west,270,6.0,2.9
137,78.8,73,100,83,100,2026-06-28:03,72.7,0,0,0,297,n,45,0.03,1008,86,1016,0,0,0.0,77.4,2026-06-27T23:00:00,2026-06-28T03:00:00,1782615600,0,14.1,"{'code': 201, 'description': 'Thunderstorm with rain', 'icon': 't02n'}",WSW,west-southwest,240,5.4,2.7
138,77.7,62,69,7,96,2026-06-28:04,72.1,0,0,0,298,n,65,0.07,1009,87,1016,0,0,0.0,76.5,2026-06-28T00:00:00,2026-06-28T04:00:00,1782619200,0,10.9,"{'code': 201, 'description': 'Thunderstorm with rain', 'icon': 't02n'}",SSW,south-southwest,210,4.7,2.2
139,77.0,68,66,100,100,2026-06-28:05,71.8,0,0,0,298,n,0,0.0,1008,88,1016,0,0,0.0,75.6,2026-06-28T01:00:00,2026-06-28T05:00:00,1782622800,0,10.0,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03n'}",S,south,190,4.5,2.2
140,76.3,40,98,85,100,2026-06-28:06,71.8,0,0,0,298,n,0,0.0,1008,90,1016,0,0,0.0,75.0,2026-06-28T02:00:00,2026-06-28T06:00:00,1782626400,0,1.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",SSW,south-southwest,210,5.1,2.2
141,75.6,62,67,100,100,2026-06-28:07,71.4,0,0,0,299,n,20,0.01,1008,91,1016,0,0,0.0,74.3,2026-06-28T03:00:00,2026-06-28T07:00:00,1782630000,0,6.1,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03n'}",SW,southwest,230,4.7,2.0
142,75.2,40,100,4,39,2026-06-28:08,71.4,0,0,0,298,n,0,0.0,1008,92,1015,0,0,0.0,73.8,2026-06-28T04:00:00,2026-06-28T08:00:00,1782633600,0,8.7,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",SW,southwest,230,4.9,2.2
143,74.7,60,69,3,3,2026-06-28:09,70.9,0,0,0,300,n,0,0.0,1007,92,1015,0,0,0.0,73.4,2026-06-28T05:00:00,2026-06-28T09:00:00,1782637200,0,8.0,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03n'}",SW,southwest,230,5.4,2.5
144,74.3,62,69,71,79,2026-06-28:10,71.1,0,0,0,301,n,0,0.0,1007,94,1015,0,0,0.0,72.9,2026-06-28T06:00:00,2026-06-28T10:00:00,1782640800,0,8.0,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03n'}",SW,southwest,230,5.4,2.2
145,74.8,70,100,81,15,2026-06-28:11,71.4,51,461,123,300,d,0,0.0,1007,94,1015,0,0,82.65548,73.4,2026-06-28T07:00:00,2026-06-28T11:00:00,1782644400,1,8.3,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",SW,southwest,230,5.4,2.2
146,77.4,58,100,30,99,2026-06-28:12,72.7,78,672,319,300,d,35,0.02,1008,90,1015,0,0,253.39917,75.9,2026-06-28T08:00:00,2026-06-28T12:00:00,1782648000,1,8.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,240,4.9,2.2
147,80.2,51,100,5,8,2026-06-28:13,73.4,96,784,524,301,d,35,0.02,1008,84,1015,0,0,441.01724,78.8,2026-06-28T09:00:00,2026-06-28T13:00:00,1782651600,2,10.8,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,250,5.1,2.5
148,87.4,53,100,2,67,2026-06-28:14,74.1,108,851,712,302,d,0,0.0,1007,78,1015,0,0,589.62213,81.7,2026-06-28T10:00:00,2026-06-28T14:00:00,1782655200,3,11.8,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,250,6.5,3.4
149,91.2,44,100,5,69,2026-06-28:15,74.3,117,893,866,300,d,0,0.0,1007,73,1015,0,0,758.6816,84.0,2026-06-28T11:00:00,2026-06-28T15:00:00,1782658800,5,12.6,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,250,7.8,4.0
150,94.8,42,100,0,27,2026-06-28:16,75.0,122,917,971,299,d,0,0.0,1007,70,1015,0,0,857.5898,86.0,2026-06-28T12:00:00,2026-06-28T16:00:00,1782662400,7,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,240,8.5,4.7
151,96.4,47,100,1,24,2026-06-28:17,74.5,124,927,1019,298,d,0,0.0,1007,66,1014,0,0,878.65753,87.3,2026-06-28T13:00:00,2026-06-28T17:00:00,1782666000,7,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,250,9.2,4.9
152,98.1,60,98,4,34,2026-06-28:18,74.7,124,924,1006,297,d,0,0.0,1006,64,1013,0,0,776.90265,88.5,2026-06-28T14:00:00,2026-06-28T18:00:00,1782669600,6,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,240,9.6,5.1
153,97.5,63,75,0,69,2026-06-28:19,74.3,120,908,932,296,d,0,0.0,1006,63,1013,0,0,691.0903,88.5,2026-06-28T15:00:00,2026-06-28T19:00:00,1782673200,5,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WSW,west-southwest,250,9.4,5.1
154,97.5,67,100,100,63,2026-06-28:20,74.3,113,877,804,295,d,0,0.0,1005,63,1012,0,0,567.09326,88.5,2026-06-28T16:00:00,2026-06-28T20:00:00,1782676800,4,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",W,west,260,9.2,5.0
155,97.0,70,100,23,100,2026-06-28:21,73.8,103,826,633,295,d,0,0.0,1004,62,1011,0,0,421.36835,88.5,2026-06-28T17:00:00,2026-06-28T21:00:00,1782680400,2,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",W,west,270,8.9,4.9
156,94.6,60,100,100,100,2026-06-28:22,73.8,89,742,435,296,d,10,0.005,1005,66,1012,0,0,335.79044,86.5,2026-06-28T18:00:00,2026-06-28T22:00:00,1782684000,2,13.4,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",W,west,276,6.6,3.6
157,91.9,51,100,74,100,2026-06-28:23,73.8,68,599,231,296,d,20,0.009,1005,70,1012,0,0,194.81363,84.7,2026-06-28T19:00:00,2026-06-28T23:00:00,1782687600,1,13.5,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WNW,west-northwest,283,4.3,2.2
158,89.1,41,35,0,100,2026-06-29:00,73.8,34,291,51,296,d,25,0.015,1005,74,1013,0,0,45.465317,82.8,2026-06-28T20:00:00,2026-06-29T00:00:00,1782691200,1,13.0,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",WNW,west-northwest,290,2.0,0.9
159,85.8,36,100,30,25,2026-06-29:01,73.4,0,0,0,297,n,20,0.009,1005,78,1012,0,0,0.0,80.8,2026-06-28T21:00:00,2026-06-29T01:00:00,1782694800,0,12.2,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",WNW,west-northwest,290,1.4,0.6
160,80.2,32,100,4,100,2026-06-29:02,72.9,0,0,0,298,n,10,0.005,1005,82,1013,0,0,0.0,78.8,2026-06-28T22:00:00,2026-06-29T02:00:00,1782698400,0,12.3,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",WNW,west-northwest,290,0.8,0.3
161,78.3,27,49,18,49,2026-06-29:03,72.3,0,0,0,303,n,0,0.0,1006,86,1013,0,0,0.0,77.0,2026-06-28T23:00:00,2026-06-29T03:00:00,1782702000,0,11.1,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",WNW,west-northwest,290,0.2,0.0
162,77.5,20,67,29,79,2026-06-29:04,72.3,0,0,0,307,n,0,0.0,1006,88,1014,0,0,0.0,76.1,2026-06-29T00:00:00,2026-06-29T04:00:00,1782705600,0,9.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",NW,northwest,313,0.2,0.0
163,76.8,12,100,5,0,2026-06-29:05,72.0,0,0,0,312,n,0,0.0,1006,89,1013,0,0,0.0,75.4,2026-06-29T01:00:00,2026-06-29T05:00:00,1782709200,0,9.1,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",NNW,north-northwest,336,0.2,0.0
164,75.9,5,44,1,0,2026-06-29:06,71.8,0,0,0,310,n,0,0.0,1005,91,1013,0,0,0.0,74.7,2026-06-29T02:00:00,2026-06-29T06:00:00,1782712800,0,8.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",NNW,north-northwest,360,0.2,0.0
165,75.4,14,4,0,0,2026-06-29:07,71.6,0,0,0,312,n,0,0.0,1009,92,1017,0,0,0.0,73.9,2026-06-29T03:00:00,2026-06-29T07:00:00,1782716400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",NNW,north-northwest,350,1.0,0.2
166,75.0,23,3,0,0,2026-06-29:08,71.6,0,0,0,312,n,0,0.0,1009,94,1017,0,0,0.0,73.4,2026-06-29T04:00:00,2026-06-29T08:00:00,1782720000,0,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",NNW,north-northwest,340,1.7,0.4
167,74.5,32,0,0,0,2026-06-29:09,71.4,0,0,0,312,n,0,0.0,1009,95,1017,0,0,0.0,72.9,2026-06-29T05:00:00,2026-06-29T09:00:00,1782723600,0,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",NNW,north-northwest,330,2.5,0.7
168,75.2,36,0,0,0,2026-06-29:10,71.8,0,0,0,312,n,0,0.0,1009,94,1017,0,0,0.0,73.6,2026-06-29T06:00:00,2026-06-29T10:00:00,1782727200,0,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",SW,southwest,226,3.7,1.6
169,75.9,41,0,0,0,2026-06-29:11,72.1,51,459,122,313,d,0,0.0,1010,93,1017,0,0,109.312096,74.3,2026-06-29T07:00:00,2026-06-29T11:00:00,1782730800,1,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",ESE,east-southeast,123,5.0,2.5
170,76.6,45,0,0,0,2026-06-29:12,72.7,78,671,318,312,d,0,0.0,1010,92,1018,0,0,278.44995,75.2,2026-06-29T08:00:00,2026-06-29T12:00:00,1782734400,1,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",NNE,north-northeast,20,6.3,3.4
171,79.0,45,0,0,0,2026-06-29:13,73.0,95,783,523,313,d,0,0.0,1011,86,1018,0,0,457.05112,77.5,2026-06-29T09:00:00,2026-06-29T13:00:00,1782738000,2,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",NNE,north-northeast,26,7.3,4.1
172,84.4,45,0,0,0,2026-06-29:14,73.6,108,851,711,313,d,0,0.0,1011,81,1018,0,0,620.9174,80.1,2026-06-29T10:00:00,2026-06-29T14:00:00,1782741600,4,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",NNE,north-northeast,33,8.3,4.8
173,88.7,45,1,0,0,2026-06-29:15,73.8,117,893,865,315,d,0,0.0,1011,75,1019,0,0,755.2711,82.6,2026-06-29T11:00:00,2026-06-29T15:00:00,1782745200,5,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",NE,northeast,40,9.4,5.6
174,91.0,41,2,0,0,2026-06-29:16,73.9,122,917,971,316,d,0,0.0,1011,72,1018,0,0,861.7759,84.0,2026-06-29T12:00:00,2026-06-29T16:00:00,1782748800,7,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",NE,northeast,40,9.9,5.8
175,92.8,38,5,14,0,2026-06-29:17,73.6,124,927,1019,315,d,0,0.0,1011,68,1018,0,0,917.75385,85.5,2026-06-29T13:00:00,2026-06-29T17:00:00,1782752400,8,13.4,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,40,10.4,6.0
176,94.8,34,7,58,0,2026-06-29:18,73.6,124,924,1006,313,d,0,0.0,1010,65,1017,0,0,915.4033,86.9,2026-06-29T14:00:00,2026-06-29T18:00:00,1782756000,8,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,40,11.0,6.3
177,95.4,35,4,82,0,2026-06-29:19,73.2,120,908,932,310,d,0,0.0,1010,63,1017,0,0,846.0316,87.4,2026-06-29T15:00:00,2026-06-29T19:00:00,1782759600,7,12.5,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,46,10.9,6.3
178,95.4,37,4,81,0,2026-06-29:20,72.5,113,877,804,309,d,0,0.0,1010,60,1018,0,0,728.6686,88.2,2026-06-29T16:00:00,2026-06-29T20:00:00,1782763200,5,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,53,10.8,6.4
179,95.9,38,2,50,0,2026-06-29:21,72.1,103,826,633,309,d,0,0.0,1010,58,1018,0,0,572.0693,88.9,2026-06-29T17:00:00,2026-06-29T21:00:00,1782766800,3,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",ENE,east-northeast,60,10.7,6.5
180,93.9,33,0,1,0,2026-06-29:22,72.1,89,742,436,309,d,0,0.0,1010,61,1017,0,0,398.58997,87.3,2026-06-29T18:00:00,2026-06-29T22:00:00,1782770400,2,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",ENE,east-northeast,66,9.5,5.5
181,91.6,29,1,22,0,2026-06-29:23,72.0,68,599,231,311,d,0,0.0,1010,64,1018,0,0,213.48291,85.6,2026-06-29T19:00:00,2026-06-29T23:00:00,1782774000,1,9.4,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",ENE,east-northeast,73,8.2,4.5
182,89.4,24,4,68,0,2026-06-30:00,71.8,34,291,51,311,d,0,0.0,1011,67,1019,0,0,47.558567,84.0,2026-06-29T20:00:00,2026-06-30T00:00:00,1782777600,1,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",E,east,80,6.9,3.6
183,85.8,19,3,11,0,2026-06-30:01,71.2,0,0,0,312,n,0,0.0,1011,71,1019,0,0,0.0,81.5,2026-06-29T21:00:00,2026-06-30T01:00:00,1782781200,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",E,east,80,6.3,3.0
184,80.2,14,1,0,0,2026-06-30:02,70.9,0,0,0,312,n,0,0.0,1012,76,1020,0,0,0.0,79.2,2026-06-29T22:00:00,2026-06-30T02:00:00,1782784800,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",E,east,80,5.6,2.5
185,77.9,9,1,0,0,2026-06-30:03,70.2,0,0,0,311,n,0,0.0,1013,80,1020,0,0,0.0,76.8,2026-06-29T23:00:00,2026-06-30T03:00:00,1782788400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",E,east,80,4.9,2.0
186,76.5,9,0,0,0,2026-06-30:04,69.8,0,0,0,312,n,0,0.0,1013,83,1020,0,0,0.0,75.4,2026-06-30T00:00:00,2026-06-30T04:00:00,1782792000,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",ENE,east-northeast,76,4.4,1.6
187,75.2,9,1,0,0,2026-06-30:05,69.3,0,0,0,311,n,0,0.0,1013,85,1020,0,0,0.0,74.1,2026-06-30T01:00:00,2026-06-30T05:00:00,1782795600,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",ENE,east-northeast,73,3.9,1.3
188,73.9,9,2,0,0,2026-06-30:06,69.1,0,0,0,311,n,0,0.0,1013,88,1021,0,0,0.0,72.9,2026-06-30T02:00:00,2026-06-30T06:00:00,1782799200,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",ENE,east-northeast,70,3.4,0.9
189,72.9,14,0,2,0,2026-06-30:07,68.7,0,0,0,311,n,0,0.0,1013,90,1021,0,0,0.0,71.8,2026-06-30T03:00:00,2026-06-30T07:00:00,1782802800,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",ENE,east-northeast,63,3.5,1.0
190,71.8,19,1,7,0,2026-06-30:08,68.5,0,0,0,311,n,0,0.0,1013,93,1021,0,0,0.0,70.7,2026-06-30T04:00:00,2026-06-30T08:00:00,1782806400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",NE,northeast,56,3.6,1.2
191,70.9,24,4,10,0,2026-06-30:09,68.2,0,0,0,312,n,0,0.0,1013,95,1021,0,0,0.0,69.8,2026-06-30T05:00:00,2026-06-30T09:00:00,1782810000,0,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",NE,northeast,50,3.8,1.3
192,71.8,30,4,4,0,2026-06-30:10,68.7,0,0,0,313,n,0,0.0,1014,94,1021,0,0,0.0,70.7,2026-06-30T06:00:00,2026-06-30T10:00:00,1782813600,0,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02n'}",NE,northeast,50,4.2,1.7
193,72.7,37,2,0,0,2026-06-30:11,69.1,51,457,121,313,d,0,0.0,1014,92,1021,0,0,110.57322,71.6,2026-06-30T07:00:00,2026-06-30T11:00:00,1782817200,1,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,50,4.5,2.1
194,73.6,43,1,0,0,2026-06-30:12,69.6,78,670,317,313,d,0,0.0,1014,91,1022,0,0,282.0101,72.5,2026-06-30T08:00:00,2026-06-30T12:00:00,1782820800,1,14.9,"{'code': 803, 'description': 'Broken clouds', 'icon': 'c03d'}",NE,northeast,50,4.9,2.5
195,76.8,36,0,0,0,2026-06-30:13,70.2,95,783,521,313,d,0,0.0,1015,83,1022,0,0,475.2763,75.7,2026-06-30T09:00:00,2026-06-30T13:00:00,1782824400,3,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,50,5.7,3.0
196,80.1,30,0,0,0,2026-06-30:14,70.3,108,850,710,314,d,0,0.0,1015,75,1022,0,0,657.1799,79.0,2026-06-30T10:00:00,2026-06-30T14:00:00,1782828000,4,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,50,6.6,3.6
197,86.0,23,1,0,0,2026-06-30:15,70.2,117,892,864,312,d,0,0.0,1015,67,1022,0,0,807.57166,82.2,2026-06-30T11:00:00,2026-06-30T15:00:00,1782831600,7,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,50,7.4,4.3
198,88.3,20,4,0,0,2026-06-30:16,69.4,122,917,970,311,d,0,0.0,1014,61,1022,0,0,909.9152,84.4,2026-06-30T12:00:00,2026-06-30T16:00:00,1782835200,8,14.9,"{'code': 802, 'description': 'Scattered clouds', 'icon': 'c02d'}",NE,northeast,53,7.9,4.5
199,90.7,18,4,3,0,2026-06-30:17,68.9,124,927,1018,311,d,0,0.0,1014,56,1021,0,0,957.8784,86.5,2026-06-30T13:00:00,2026-06-30T17:00:00,1782838800,9,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",NE,northeast,56,8.4,4.8
200,92.5,15,0,13,0,2026-06-30:18,67.8,124,924,1005,311,d,0,0.0,1013,50,1021,0,0,949.1039,88.9,2026-06-30T14:00:00,2026-06-30T18:00:00,1782842400,9,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ENE,east-northeast,60,8.9,5.1
201,93.6,12,0,23,0,2026-06-30:19,67.6,120,908,932,310,d,0,0.0,1013,48,1020,0,0,880.6389,90.0,2026-06-30T15:00:00,2026-06-30T19:00:00,1782846000,8,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ENE,east-northeast,63,7.6,6.3
202,94.3,10,3,19,0,2026-06-30:20,66.7,113,877,804,309,d,0,0.0,1012,45,1019,0,0,761.5754,91.0,2026-06-30T16:00:00,2026-06-30T20:00:00,1782849600,6,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ENE,east-northeast,66,6.3,7.4
203,95.4,7,5,24,0,2026-06-30:21,66.6,103,826,634,309,d,0,0.0,1012,43,1019,0,0,600.4295,92.3,2026-06-30T17:00:00,2026-06-30T21:00:00,1782853200,4,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ENE,east-northeast,70,4.9,8.5
204,93.7,5,5,11,0,2026-06-30:22,67.3,89,742,436,311,d,0,0.0,1012,47,1020,0,0,412.2147,90.3,2026-06-30T18:00:00,2026-06-30T22:00:00,1782856800,3,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ENE,east-northeast,76,4.3,6.2
205,92.1,4,0,2,0,2026-06-30:23,68.0,68,599,231,312,d,0,0.0,1013,51,1020,0,0,218.39723,88.3,2026-06-30T19:00:00,2026-06-30T23:00:00,1782860400,2,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",E,east,83,3.7,3.9
206,90.1,2,0,0,0,2026-07-01:00,68.4,34,291,51,314,d,0,0.0,1013,55,1021,0,0,48.240257,86.4,2026-06-30T20:00:00,2026-07-01T00:00:00,1782864000,1,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",E,east,90,3.1,1.6
207,87.1,2,0,0,0,2026-07-01:01,68.7,0,0,0,317,n,0,0.0,1013,61,1021,0,0,0.0,83.7,2026-06-30T21:00:00,2026-07-01T01:00:00,1782867600,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",E,east,100,2.9,2.8
208,83.7,2,4,0,0,2026-07-01:02,68.4,0,0,0,318,n,0,0.0,1014,66,1022,0,0,0.0,80.8,2026-06-30T22:00:00,2026-07-01T02:00:00,1782871200,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",ESE,east-southeast,110,2.7,4.1
209,78.8,2,0,0,0,2026-07-01:03,68.2,0,0,0,320,n,0,0.0,1014,72,1022,0,0,0.0,78.1,2026-06-30T23:00:00,2026-07-01T03:00:00,1782874800,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",ESE,east-southeast,120,2.5,5.4
210,77.4,3,0,0,0,2026-07-01:04,68.4,0,0,0,320,n,0,0.0,1015,76,1022,0,0,0.0,76.5,2026-07-01T00:00:00,2026-07-01T04:00:00,1782878400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,126,2.5,3.6
211,75.9,3,0,0,0,2026-07-01:05,68.4,0,0,0,320,n,0,0.0,1014,80,1022,0,0,0.0,75.0,2026-07-01T01:00:00,2026-07-01T05:00:00,1782882000,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,133,2.6,1.8
212,74.5,4,0,0,0,2026-07-01:06,68.4,0,0,0,320,n,0,0.0,1014,84,1022,0,0,0.0,73.6,2026-07-01T02:00:00,2026-07-01T06:00:00,1782885600,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,140,2.7,0.0
213,73.6,5,0,0,0,2026-07-01:07,68.4,0,0,0,320,n,0,0.0,1014,87,1021,0,0,0.0,72.5,2026-07-01T03:00:00,2026-07-01T07:00:00,1782889200,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,136,1.8,0.4
214,72.7,6,0,0,0,2026-07-01:08,68.5,0,0,0,320,n,0,0.0,1014,90,1021,0,0,0.0,71.6,2026-07-01T04:00:00,2026-07-01T08:00:00,1782892800,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,133,0.9,0.9
215,71.8,7,0,0,0,2026-07-01:09,68.5,0,0,0,319,n,0,0.0,1014,93,1021,0,0,0.0,70.7,2026-07-01T05:00:00,2026-07-01T09:00:00,1782896400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,130,0.0,1.3
216,73.2,11,0,0,0,2026-07-01:10,69.3,0,0,0,319,n,0,0.0,1014,91,1022,0,0,0.0,72.0,2026-07-01T06:00:00,2026-07-01T10:00:00,1782900000,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,126,0.3,0.9
217,74.5,16,0,0,0,2026-07-01:11,70.0,51,455,120,319,d,0,0.0,1015,89,1022,0,0,112.66202,73.4,2026-07-01T07:00:00,2026-07-01T11:00:00,1782903600,1,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,123,0.6,0.4
218,75.9,20,1,0,0,2026-07-01:12,70.5,77,669,316,318,d,0,0.0,1015,87,1023,0,0,295.20816,74.7,2026-07-01T08:00:00,2026-07-01T12:00:00,1782907200,2,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,0.9,0.0
219,79.7,17,5,0,0,2026-07-01:13,71.4,95,782,520,317,d,0,0.0,1016,79,1023,0,0,486.71838,78.4,2026-07-01T09:00:00,2026-07-01T13:00:00,1782910800,3,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,1.2,1.2
220,86.7,14,5,0,0,2026-07-01:14,71.4,108,850,709,318,d,0,0.0,1015,70,1023,0,0,664.1009,82.2,2026-07-01T10:00:00,2026-07-01T14:00:00,1782914400,5,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,1.5,2.4
221,91.6,11,5,0,0,2026-07-01:15,71.4,117,892,863,317,d,0,0.0,1015,62,1023,0,0,809.4412,86.0,2026-07-01T11:00:00,2026-07-01T15:00:00,1782918000,7,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,1.8,3.6
222,94.3,10,5,0,0,2026-07-01:16,71.1,122,917,969,316,d,0,0.0,1015,57,1023,0,0,909.729,88.2,2026-07-01T12:00:00,2026-07-01T16:00:00,1782921600,9,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,116,3.1,3.4
223,96.1,10,5,0,0,2026-07-01:17,70.0,124,927,1018,316,d,0,0.0,1015,51,1022,0,0,957.87616,90.5,2026-07-01T13:00:00,2026-07-01T17:00:00,1782925200,10,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,113,4.5,3.3
224,98.2,9,5,0,0,2026-07-01:18,69.1,124,924,1005,317,d,0,0.0,1014,46,1022,0,0,947.6537,92.8,2026-07-01T14:00:00,2026-07-01T18:00:00,1782928800,10,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,110,5.8,3.1
