,app_temp,clouds,clouds_hi,clouds_low,clouds_mid,datetime,dewpt,dhi,dni,ghi,ozone,pod,pop,precip,pres,rh,slp,snow,snow_depth,solar_rad,temp,timestamp_local,timestamp_utc,ts,uv,vis,weather,wind_cdir,wind_cdir_full,wind_dir,wind_gust_spd,wind_spd
225,99.1,9,5,0,0,2026-07-01:19,68.4,120,908,932,317,d,0,0.0,1014,43,1021,0,0,879.92236,94.3,2026-07-01T15:00:00,2026-07-01T19:00:00,1782932400,8,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,113,5.1,4.3
226,100.6,9,5,0,0,2026-07-01:20,68.0,113,877,804,317,d,0,0.0,1013,41,1020,0,0,759.7625,95.5,2026-07-01T16:00:00,2026-07-01T20:00:00,1782936000,6,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,116,4.3,5.5
227,101.5,9,5,0,0,2026-07-01:21,67.1,103,826,634,316,d,0,0.0,1013,38,1020,0,0,599.80225,97.0,2026-07-01T17:00:00,2026-07-01T21:00:00,1782939600,4,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,3.6,6.7
228,99.7,10,5,0,0,2026-07-01:22,68.2,89,742,436,317,d,0,0.0,1013,42,1020,0,0,411.50867,94.8,2026-07-01T18:00:00,2026-07-01T22:00:00,1782943200,3,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,3.3,4.8
229,97.3,12,2,0,0,2026-07-01:23,68.2,68,599,231,315,d,0,0.0,1012,45,1019,0,0,218.13463,92.7,2026-07-01T19:00:00,2026-07-01T23:00:00,1782946800,2,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,3.0,3.0
230,95.2,13,0,0,0,2026-07-02:00,68.7,34,290,51,316,d,0,0.0,1012,49,1020,0,0,48.06331,90.7,2026-07-01T20:00:00,2026-07-02T00:00:00,1782950400,1,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02d'}",ESE,east-southeast,120,2.7,1.1
231,91.8,11,2,0,0,2026-07-02:01,68.9,0,0,0,316,n,0,0.0,1013,54,1020,0,0,0.0,87.6,2026-07-01T21:00:00,2026-07-02T01:00:00,1782954000,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,133,3.0,3.1
232,88.3,10,3,0,0,2026-07-02:02,69.1,0,0,0,316,n,0,0.0,1014,60,1021,0,0,0.0,84.6,2026-07-01T22:00:00,2026-07-02T02:00:00,1782957600,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SE,southeast,146,3.4,5.1
233,84.4,8,5,0,0,2026-07-02:03,68.5,0,0,0,316,n,0,0.0,1015,65,1022,0,0,0.0,81.5,2026-07-01T23:00:00,2026-07-02T03:00:00,1782961200,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SSE,south-southeast,160,3.8,7.2
234,80.6,6,5,0,0,2026-07-02:04,68.7,0,0,0,315,n,0,0.0,1014,69,1022,0,0,0.0,79.7,2026-07-02T00:00:00,2026-07-02T04:00:00,1782964800,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",S,south,170,4.3,5.4
235,79.0,3,5,0,0,2026-07-02:05,68.7,0,0,0,315,n,0,0.0,1014,73,1022,0,0,0.0,78.1,2026-07-02T01:00:00,2026-07-02T05:00:00,1782968400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",S,south,180,4.7,3.7
236,77.4,1,5,0,0,2026-07-02:06,68.5,0,0,0,315,n,0,0.0,1014,77,1021,0,0,0.0,76.5,2026-07-02T02:00:00,2026-07-02T06:00:00,1782972000,0,14.9,"{'code': 800, 'description': 'Clear Sky', 'icon': 'c01n'}",S,south,190,5.1,2.0
237,76.5,1,3,0,0,2026-07-02:07,68.7,0,0,0,313,n,0,0.0,1014,80,1021,0,0,0.0,75.4,2026-07-02T03:00:00,2026-07-02T07:00:00,1782975600,0,14.9,"{'code': 800, 'description': 'Clear Sky', 'icon': 'c01n'}",SSW,south-southwest,200,4.0,2.8
238,75.6,1,2,0,0,2026-07-02:08,68.9,0,0,0,312,n,0,0.0,1014,83,1021,0,0,0.0,74.5,2026-07-02T04:00:00,2026-07-02T08:00:00,1782979200,0,14.9,"{'code': 800, 'description': 'Clear Sky', 'icon': 'c01n'}",SSW,south-southwest,210,2.9,3.6
239,74.7,1,0,0,0,2026-07-02:09,69.1,0,0,0,311,n,0,0.0,1014,86,1021,0,0,0.0,73.6,2026-07-02T05:00:00,2026-07-02T09:00:00,1782982800,0,14.9,"{'code': 800, 'description': 'Clear Sky', 'icon': 'c01n'}",SW,southwest,220,1.8,4.5
240,75.9,3,0,0,0,2026-07-02:10,69.6,0,0,0,311,n,0,0.0,1014,84,1021,0,0,0.0,74.8,2026-07-02T06:00:00,2026-07-02T10:00:00,1782986400,0,14.9,"{'code': 801, 'description': 'Few clouds', 'icon': 'c02n'}",SW,southwest,223,2.3,3.4
241,76.5,0,0,0,0,2026-07-02:11,70.3,50,453,119,311,d,0,0.0,1014,85,1022,0,0,111.60857,75.2,2026-07-02T07:00:00,2026-07-02T11:00:00,1782990000,2,14.9,"{'code': 800, 'description': 'Clear Sky', 'icon': 'c01d'}",SW,southwest,230,9.2,6.3
242,72.1,60,0,12,2,2026-06-27:11,70.7,51,463,124,305,d,0,0.0,1011,100,1019,0,0,97.15429,70.7,2026-06-27T07:00:00,2026-06-27T11:00:00,1782558000,1,7.6,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,220,8.1,4.0
243,76.5,59,0,14,2,2026-06-27:12,73.8,78,673,320,304,d,0,0.0,1012,97,1019,0,0,250.75948,74.7,2026-06-27T08:00:00,2026-06-27T12:00:00,1782561600,1,7.8,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,230,8.9,4.9
244,79.3,55,0,12,12,2026-06-27:13,74.1,96,784,525,305,d,0,0.0,1012,89,1019,0,0,427.10782,77.7,2026-06-27T09:00:00,2026-06-27T13:00:00,1782565200,2,8.8,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,230,9.2,5.1
245,86.0,51,0,6,4,2026-06-27:14,74.7,108,851,713,306,d,0,0.0,1011,82,1019,0,0,598.44684,80.8,2026-06-27T10:00:00,2026-06-27T14:00:00,1782568800,4,10.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,230,9.6,5.6
246,91.2,38,0,7,0,2026-06-27:15,75.6,117,893,866,306,d,0,0.0,1011,78,1019,0,0,775.49384,83.3,2026-06-27T11:00:00,2026-06-27T15:00:00,1782572400,6,13.6,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",SW,southwest,230,10.7,6.0
247,96.3,31,6,7,0,2026-06-27:16,75.7,122,917,972,305,d,0,0.0,1011,71,1018,0,0,885.82465,86.4,2026-06-27T12:00:00,2026-06-27T16:00:00,1782576000,8,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",WSW,west-southwest,240,12.1,6.9
248,98.1,50,0,100,0,2026-06-27:17,75.0,124,927,1020,305,d,20,0.01,1010,65,1017,0,0,861.5627,88.2,2026-06-27T13:00:00,2026-06-27T17:00:00,1782579600,7,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,230,12.8,7.4
249,99.0,62,0,65,41,2026-06-27:18,73.9,124,924,1006,304,d,0,0.0,1009,60,1016,0,0,759.96594,89.8,2026-06-27T14:00:00,2026-06-27T18:00:00,1782583200,6,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,230,13.4,7.6
250,99.9,53,0,100,95,2026-06-27:19,73.4,120,908,932,303,d,0,0.0,1009,57,1016,0,0,773.4004,90.9,2026-06-27T15:00:00,2026-06-27T19:00:00,1782586800,6,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,220,13.4,7.6
251,100.4,38,0,14,9,2026-06-27:20,73.4,113,877,804,301,d,20,0.01,1009,56,1016,0,0,723.78705,91.4,2026-06-27T16:00:00,2026-06-27T20:00:00,1782590400,5,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",SSW,south-southwest,210,13.0,7.2
252,99.3,61,7,20,46,2026-06-27:21,73.2,103,826,633,300,d,45,0.03,1008,57,1015,0,0,485.2589,90.7,2026-06-27T17:00:00,2026-06-27T21:00:00,1782594000,3,14.9,"{'description': 'Thunderstorm with rain', 'icon': 't02d', 'code': 201}",SW,southwest,230,12.3,6.9
253,98.1,51,14,0,75,2026-06-27:22,73.6,89,742,435,299,d,85,0.26,1008,60,1015,0,0,337.22266,89.4,2026-06-27T18:00:00,2026-06-27T22:00:00,1782597600,2,14.9,"{'description': 'Thunderstorm with rain', 'icon': 't02d', 'code': 201}",SW,southwest,220,11.0,6.3
254,95.2,57,100,0,100,2026-06-27:23,73.8,68,598,231,298,d,35,0.02,1008,65,1015,0,0,184.54071,87.1,2026-06-27T19:00:00,2026-06-27T23:00:00,1782601200,1,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SSW,south-southwest,210,8.7,4.9
255,90.1,70,92,0,58,2026-06-28:00,73.8,34,290,51,300,d,85,0.2,1007,73,1015,0,0,25.291573,83.5,2026-06-27T20:00:00,2026-06-28T00:00:00,1782604800,1,14.9,"{'description': 'Thunderstorm with rain', 'icon': 't02d', 'code': 201}",W,west,270,7.2,3.8
256,81.5,56,36,0,6,2026-06-28:01,73.2,0,0,0,297,n,20,0.01,1007,80,1014,0,0,0.0,80.1,2026-06-27T21:00:00,2026-06-28T01:00:00,1782608400,0,14.9,"{'description': 'Broken clouds', 'icon': 'c03n', 'code': 803}",SSW,south-southwest,200,5.6,2.7
257,79.9,66,100,28,100,2026-06-28:02,73.0,0,0,0,298,n,45,0.03,1007,84,1014,0,0,0.0,78.3,2026-06-27T22:00:00,2026-06-28T02:00:00,1782612000,0,14.9,"{'description': 'Thunderstorm with rain', 'icon': 't02n', 'code': 201}",W,west,270,6.0,2.9
258,78.8,73,100,83,100,2026-06-28:03,72.7,0,0,0,297,n,45,0.03,1008,86,1016,0,0,0.0,77.4,2026-06-27T23:00:00,2026-06-28T03:00:00,1782615600,0,14.1,"{'description': 'Thunderstorm with rain', 'icon': 't02n', 'code': 201}",WSW,west-southwest,240,5.4,2.7
259,77.7,62,69,7,96,2026-06-28:04,72.1,0,0,0,298,n,65,0.07,1009,87,1016,0,0,0.0,76.5,2026-06-28T00:00:00,2026-06-28T04:00:00,1782619200,0,10.9,"{'description': 'Thunderstorm with rain', 'icon': 't02n', 'code': 201}",SSW,south-southwest,210,4.7,2.2
260,77.0,68,66,100,100,2026-06-28:05,71.8,0,0,0,298,n,0,0.0,1008,88,1016,0,0,0.0,75.6,2026-06-28T01:00:00,2026-06-28T05:00:00,1782622800,0,10.0,"{'description': 'Broken clouds', 'icon': 'c03n', 'code': 803}",S,south,190,4.5,2.2
261,76.3,40,98,85,100,2026-06-28:06,71.8,0,0,0,298,n,0,0.0,1008,90,1016,0,0,0.0,75.0,2026-06-28T02:00:00,2026-06-28T06:00:00,1782626400,0,1.9,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",SSW,south-southwest,210,5.1,2.2
262,75.6,62,67,100,100,2026-06-28:07,71.4,0,0,0,299,n,20,0.01,1008,91,1016,0,0,0.0,74.3,2026-06-28T03:00:00,2026-06-28T07:00:00,1782630000,0,6.1,"{'description': 'Broken clouds', 'icon': 'c03n', 'code': 803}",SW,southwest,230,4.7,2.0
263,75.2,40,100,4,39,2026-06-28:08,71.4,0,0,0,298,n,0,0.0,1008,92,1015,0,0,0.0,73.8,2026-06-28T04:00:00,2026-06-28T08:00:00,1782633600,0,8.7,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",SW,southwest,230,4.9,2.2
264,74.7,60,69,3,3,2026-06-28:09,70.9,0,0,0,300,n,0,0.0,1007,92,1015,0,0,0.0,73.4,2026-06-28T05:00:00,2026-06-28T09:00:00,1782637200,0,8.0,"{'description': 'Broken clouds', 'icon': 'c03n', 'code': 803}",SW,southwest,230,5.4,2.5
265,74.3,62,69,71,79,2026-06-28:10,71.1,0,0,0,301,n,0,0.0,1007,94,1015,0,0,0.0,72.9,2026-06-28T06:00:00,2026-06-28T10:00:00,1782640800,0,8.0,"{'description': 'Broken clouds', 'icon': 'c03n', 'code': 803}",SW,southwest,230,5.4,2.2
266,74.8,70,100,81,15,2026-06-28:11,71.4,51,461,123,300,d,0,0.0,1007,94,1015,0,0,82.65548,73.4,2026-06-28T07:00:00,2026-06-28T11:00:00,1782644400,1,8.3,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",SW,southwest,230,5.4,2.2
267,77.4,58,100,30,99,2026-06-28:12,72.7,78,672,319,300,d,35,0.02,1008,90,1015,0,0,253.39917,75.9,2026-06-28T08:00:00,2026-06-28T12:00:00,1782648000,1,8.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,240,4.9,2.2
268,80.2,51,100,5,8,2026-06-28:13,73.4,96,784,524,301,d,35,0.02,1008,84,1015,0,0,441.01724,78.8,2026-06-28T09:00:00,2026-06-28T13:00:00,1782651600,2,10.8,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,250,5.1,2.5
269,87.4,53,100,2,67,2026-06-28:14,74.1,108,851,712,302,d,0,0.0,1007,78,1015,0,0,589.62213,81.7,2026-06-28T10:00:00,2026-06-28T14:00:00,1782655200,3,11.8,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,250,6.5,3.4
270,91.2,44,100,5,69,2026-06-28:15,74.3,117,893,866,300,d,0,0.0,1007,73,1015,0,0,758.6816,84.0,2026-06-28T11:00:00,2026-06-28T15:00:00,1782658800,5,12.6,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,250,7.8,4.0
271,94.8,42,100,0,27,2026-06-28:16,75.0,122,917,971,299,d,0,0.0,1007,70,1015,0,0,857.5898,86.0,2026-06-28T12:00:00,2026-06-28T16:00:00,1782662400,7,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,240,8.5,4.7
272,96.4,47,100,1,24,2026-06-28:17,74.5,124,927,1019,298,d,0,0.0,1007,66,1014,0,0,878.65753,87.3,2026-06-28T13:00:00,2026-06-28T17:00:00,1782666000,7,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,250,9.2,4.9
273,98.1,60,98,4,34,2026-06-28:18,74.7,124,924,1006,297,d,0,0.0,1006,64,1013,0,0,776.90265,88.5,2026-06-28T14:00:00,2026-06-28T18:00:00,1782669600,6,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,240,9.6,5.1
274,97.5,63,75,0,69,2026-06-28:19,74.3,120,908,932,296,d,0,0.0,1006,63,1013,0,0,691.0903,88.5,2026-06-28T15:00:00,2026-06-28T19:00:00,1782673200,5,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WSW,west-southwest,250,9.4,5.1
275,97.5,67,100,100,63,2026-06-28:20,74.3,113,877,804,295,d,0,0.0,1005,63,1012,0,0,567.09326,88.5,2026-06-28T16:00:00,2026-06-28T20:00:00,1782676800,4,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",W,west,260,9.2,5.0
276,97.0,70,100,23,100,2026-06-28:21,73.8,103,826,633,295,d,0,0.0,1004,62,1011,0,0,421.36835,88.5,2026-06-28T17:00:00,2026-06-28T21:00:00,1782680400,2,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",W,west,270,8.9,4.9
277,94.6,60,100,100,100,2026-06-28:22,73.8,89,742,435,296,d,10,0.005,1005,66,1012,0,0,335.79044,86.5,2026-06-28T18:00:00,2026-06-28T22:00:00,1782684000,2,13.4,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",W,west,276,6.6,3.6
278,91.9,51,100,74,100,2026-06-28:23,73.8,68,599,231,296,d,20,0.009,1005,70,1012,0,0,194.81363,84.7,2026-06-28T19:00:00,2026-06-28T23:00:00,1782687600,1,13.5,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WNW,west-northwest,283,4.3,2.2
279,89.1,41,35,0,100,2026-06-29:00,73.8,34,291,51,296,d,25,0.015,1005,74,1013,0,0,45.465317,82.8,2026-06-28T20:00:00,2026-06-29T00:00:00,1782691200,1,13.0,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",WNW,west-northwest,290,2.0,0.9
280,85.8,36,100,30,25,2026-06-29:01,73.4,0,0,0,297,n,20,0.009,1005,78,1012,0,0,0.0,80.8,2026-06-28T21:00:00,2026-06-29T01:00:00,1782694800,0,12.2,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",WNW,west-northwest,290,1.4,0.6
281,80.2,32,100,4,100,2026-06-29:02,72.9,0,0,0,298,n,10,0.005,1005,82,1013,0,0,0.0,78.8,2026-06-28T22:00:00,2026-06-29T02:00:00,1782698400,0,12.3,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",WNW,west-northwest,290,0.8,0.3
282,78.3,27,49,18,49,2026-06-29:03,72.3,0,0,0,303,n,0,0.0,1006,86,1013,0,0,0.0,77.0,2026-06-28T23:00:00,2026-06-29T03:00:00,1782702000,0,11.1,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",WNW,west-northwest,290,0.2,0.0
283,77.5,20,67,29,79,2026-06-29:04,72.3,0,0,0,307,n,0,0.0,1006,88,1014,0,0,0.0,76.1,2026-06-29T00:00:00,2026-06-29T04:00:00,1782705600,0,9.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",NW,northwest,313,0.2,0.0
284,76.8,12,100,5,0,2026-06-29:05,72.0,0,0,0,312,n,0,0.0,1006,89,1013,0,0,0.0,75.4,2026-06-29T01:00:00,2026-06-29T05:00:00,1782709200,0,9.1,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",NNW,north-northwest,336,0.2,0.0
285,75.9,5,44,1,0,2026-06-29:06,71.8,0,0,0,310,n,0,0.0,1005,91,1013,0,0,0.0,74.7,2026-06-29T02:00:00,2026-06-29T06:00:00,1782712800,0,8.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",NNW,north-northwest,360,0.2,0.0
286,75.4,14,4,0,0,2026-06-29:07,71.6,0,0,0,312,n,0,0.0,1009,92,1017,0,0,0.0,73.9,2026-06-29T03:00:00,2026-06-29T07:00:00,1782716400,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",NNW,north-northwest,350,1.0,0.2
287,75.0,23,3,0,0,2026-06-29:08,71.6,0,0,0,312,n,0,0.0,1009,94,1017,0,0,0.0,73.4,2026-06-29T04:00:00,2026-06-29T08:00:00,1782720000,0,14.9,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",NNW,north-northwest,340,1.7,0.4
288,74.5,32,0,0,0,2026-06-29:09,71.4,0,0,0,312,n,0,0.0,1009,95,1017,0,0,0.0,72.9,2026-06-29T05:00:00,2026-06-29T09:00:00,1782723600,0,14.9,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",NNW,north-northwest,330,2.5,0.7
289,75.2,36,0,0,0,2026-06-29:10,71.8,0,0,0,312,n,0,0.0,1009,94,1017,0,0,0.0,73.6,2026-06-29T06:00:00,2026-06-29T10:00:00,1782727200,0,14.9,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",SW,southwest,226,3.7,1.6
290,75.9,41,0,0,0,2026-06-29:11,72.1,51,459,122,313,d,0,0.0,1010,93,1017,0,0,109.312096,74.3,2026-06-29T07:00:00,2026-06-29T11:00:00,1782730800,1,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",ESE,east-southeast,123,5.0,2.5
291,76.6,45,0,0,0,2026-06-29:12,72.7,78,671,318,312,d,0,0.0,1010,92,1018,0,0,278.44995,75.2,2026-06-29T08:00:00,2026-06-29T12:00:00,1782734400,1,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",NNE,north-northeast,20,6.3,3.4
292,79.0,45,0,0,0,2026-06-29:13,73.0,95,783,523,313,d,0,0.0,1011,86,1018,0,0,457.05112,77.5,2026-06-29T09:00:00,2026-06-29T13:00:00,1782738000,2,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",NNE,north-northeast,26,7.3,4.1
293,84.4,45,0,0,0,2026-06-29:14,73.6,108,851,711,313,d,0,0.0,1011,81,1018,0,0,620.9174,80.1,2026-06-29T10:00:00,2026-06-29T14:00:00,1782741600,4,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",NNE,north-northeast,33,8.3,4.8
294,88.7,45,1,0,0,2026-06-29:15,73.8,117,893,865,315,d,0,0.0,1011,75,1019,0,0,755.2711,82.6,2026-06-29T11:00:00,2026-06-29T15:00:00,1782745200,5,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",NE,northeast,40,9.4,5.6
295,91.0,41,2,0,0,2026-06-29:16,73.9,122,917,971,316,d,0,0.0,1011,72,1018,0,0,861.7759,84.0,2026-06-29T12:00:00,2026-06-29T16:00:00,1782748800,7,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",NE,northeast,40,9.9,5.8
296,92.8,38,5,14,0,2026-06-29:17,73.6,124,927,1019,315,d,0,0.0,1011,68,1018,0,0,917.75385,85.5,2026-06-29T13:00:00,2026-06-29T17:00:00,1782752400,8,13.4,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",NE,northeast,40,10.4,6.0
297,94.8,34,7,58,0,2026-06-29:18,73.6,124,924,1006,313,d,0,0.0,1010,65,1017,0,0,915.4033,86.9,2026-06-29T14:00:00,2026-06-29T18:00:00,1782756000,8,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",NE,northeast,40,11.0,6.3
298,95.4,35,4,82,0,2026-06-29:19,73.2,120,908,932,310,d,0,0.0,1010,63,1017,0,0,846.0316,87.4,2026-06-29T15:00:00,2026-06-29T19:00:00,1782759600,7,12.5,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",NE,northeast,46,10.9,6.3
299,95.4,37,4,81,0,2026-06-29:20,72.5,113,877,804,309,d,0,0.0,1010,60,1018,0,0,728.6686,88.2,2026-06-29T16:00:00,2026-06-29T20:00:00,1782763200,5,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",NE,northeast,53,10.8,6.4
300,95.9,38,2,50,0,2026-06-29:21,72.1,103,826,633,309,d,0,0.0,1010,58,1018,0,0,572.0693,88.9,2026-06-29T17:00:00,2026-06-29T21:00:00,1782766800,3,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",ENE,east-northeast,60,10.7,6.5
301,93.9,33,0,1,0,2026-06-29:22,72.1,89,742,436,309,d,0,0.0,1010,61,1017,0,0,398.58997,87.3,2026-06-29T18:00:00,2026-06-29T22:00:00,1782770400,2,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",ENE,east-northeast,66,9.5,5.5
302,91.6,29,1,22,0,2026-06-29:23,72.0,68,599,231,311,d,0,0.0,1010,64,1018,0,0,213.48291,85.6,2026-06-29T19:00:00,2026-06-29T23:00:00,1782774000,1,9.4,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",ENE,east-northeast,73,8.2,4.5
303,89.4,24,4,68,0,2026-06-30:00,71.8,34,291,51,311,d,0,0.0,1011,67,1019,0,0,47.558567,84.0,2026-06-29T20:00:00,2026-06-30T00:00:00,1782777600,1,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",E,east,80,6.9,3.6
304,85.8,19,3,11,0,2026-06-30:01,71.2,0,0,0,312,n,0,0.0,1011,71,1019,0,0,0.0,81.5,2026-06-29T21:00:00,2026-06-30T01:00:00,1782781200,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",E,east,80,6.3,3.0
305,80.2,14,1,0,0,2026-06-30:02,70.9,0,0,0,312,n,0,0.0,1012,76,1020,0,0,0.0,79.2,2026-06-29T22:00:00,2026-06-30T02:00:00,1782784800,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",E,east,80,5.6,2.5
306,77.9,9,1,0,0,2026-06-30:03,70.2,0,0,0,311,n,0,0.0,1013,80,1020,0,0,0.0,76.8,2026-06-29T23:00:00,2026-06-30T03:00:00,1782788400,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",E,east,80,4.9,2.0
307,76.5,9,0,0,0,2026-06-30:04,69.8,0,0,0,312,n,0,0.0,1013,83,1020,0,0,0.0,75.4,2026-06-30T00:00:00,2026-06-30T04:00:00,1782792000,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",ENE,east-northeast,76,4.4,1.6
308,75.2,9,1,0,0,2026-06-30:05,69.3,0,0,0,311,n,0,0.0,1013,85,1020,0,0,0.0,74.1,2026-06-30T01:00:00,2026-06-30T05:00:00,1782795600,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",ENE,east-northeast,73,3.9,1.3
309,73.9,9,2,0,0,2026-06-30:06,69.1,0,0,0,311,n,0,0.0,1013,88,1021,0,0,0.0,72.9,2026-06-30T02:00:00,2026-06-30T06:00:00,1782799200,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",ENE,east-northeast,70,3.4,0.9
310,72.9,14,0,2,0,2026-06-30:07,68.7,0,0,0,311,n,0,0.0,1013,90,1021,0,0,0.0,71.8,2026-06-30T03:00:00,2026-06-30T07:00:00,1782802800,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",ENE,east-northeast,63,3.5,1.0
311,71.8,19,1,7,0,2026-06-30:08,68.5,0,0,0,311,n,0,0.0,1013,93,1021,0,0,0.0,70.7,2026-06-30T04:00:00,2026-06-30T08:00:00,1782806400,0,14.9,"{'description': 'Few clouds', 'icon': 'c02n', 'code': 801}",NE,northeast,56,3.6,1.2
312,70.9,24,4,10,0,2026-06-30:09,68.2,0,0,0,312,n,0,0.0,1013,95,1021,0,0,0.0,69.8,2026-06-30T05:00:00,2026-06-30T09:00:00,1782810000,0,14.9,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",NE,northeast,50,3.8,1.3
313,71.8,30,4,4,0,2026-06-30:10,68.7,0,0,0,313,n,0,0.0,1014,94,1021,0,0,0.0,70.7,2026-06-30T06:00:00,2026-06-30T10:00:00,1782813600,0,14.9,"{'description': 'Scattered clouds', 'icon': 'c02n', 'code': 802}",NE,northeast,50,4.2,1.7
314,72.7,37,2,0,0,2026-06-30:11,69.1,51,457,121,313,d,0,0.0,1014,92,1021,0,0,110.57322,71.6,2026-06-30T07:00:00,2026-06-30T11:00:00,1782817200,1,14.9,"{'description': 'Scattered clouds', 'icon': 'c02d', 'code': 802}",NE,northeast,50,4.5,2.1
315,73.6,43,1,0,0,2026-06-30:12,69.6,78,670,317,313,d,0,0.0,1014,91,1022,0,0,282.0101,72.5,2026-06-30T08:00:00,2026-06-30T12:00:00,1782820800,1,14.9,"{'description': 'Broken clouds', 'icon': 'c03d', 'code': 803}",NE,northeast,50,4.9,2.5
